Title,Year,mean_group_size,n_observations,n_encounters
5036,2013,2,3,3
5036,2016,2.8,10,7
5036,2019,2,1,1
504,1990,2,2,2
5044,2010,2,1,1
5049,2011,2,1,1
5052,2011,2.3076923076923075,13,11
5053,2011,2,2,2
5059,2011,2,2,2
5059,2015,2.4285714285714284,7,6
5059,2016,2,2,1
5059,2019,2,1,1
506,1993,3.25,4,4
5061,2011,2,1,1
5061,2015,2.2,25,18
5061,2016,2,1,1
5063,2011,2,1,1
5064,2016,2.1515151515151514,33,28
5064,2021,2.2,10,8
5064,2023,2.2,5,3
5065,2011,2,2,2
5067,2010,2,6,6
5067,2016,2,1,1
5067,2017,2,2,2
5067,2019,2,1,1
5067,2023,2,1,1
5068,2011,2,1,1
5068,2015,3,6,5
5068,2016,2,4,3
5068,2019,2,2,1
5068,2023,3.25,4,3
5069,2010,2,2,2
5069,2011,2,4,4
507,1993,2.75,4,4
507,1996,2,2,2
507,1997,3.625,8,8
507,2001,2,1,1
5071,2011,2,3,3
5071,2015,4,2,2
5071,2016,2.8947368421052633,19,17
5071,2017,2.3333333333333335,3,3
5075,2010,2,2,2
5075,2011,2.2,10,8
5075,2015,2.5,4,4
5075,2016,2.9047619047619047,21,17
5078,2010,2,1,1
5078,2013,2.6666666666666665,3,2
5078,2016,2.6,30,24
5078,2019,2,2,2
5078,2021,2.3529411764705883,17,11
508,1990,3.6666666666666665,3,3
508,1994,2,2,2
5080,2013,2.1666666666666665,6,4
5080,2015,2,5,4
5080,2016,2.7,10,7
5081,2011,2,2,2
5088,2010,2,2,2
509,1990,3.6666666666666665,3,3
509,1997,2,2,2
5092,2015,2,2,2
5092,2019,2.5,6,4
5099,2011,2,2,1
51,1989,5,1,1
51,1990,4.444444444444445,9,9
510,1990,2,1,1
5103,2011,2,1,1
5104,2011,2.5,2,2
5104,2013,2,1,1
5104,2015,2,1,1
5104,2016,2,10,8
5106,2010,2,1,1
5106,2011,2,1,1
5108,2011,2.272727272727273,11,10
5108,2016,2,2,2
5108,2021,2,12,10
5108,2023,2,5,5
5109,2011,2.5,4,3
5109,2015,2.3636363636363638,11,8
5109,2019,2.6666666666666665,3,2
5109,2021,2.1666666666666665,6,6
5110,2011,2,2,2
5111,2011,2,1,1
5111,2016,2,2,2
5111,2019,2.4285714285714284,7,7
5111,2021,2.6666666666666665,3,2
5112,2010,2,3,3
5112,2011,2.25,4,4
5113,2010,2,1,1
5113,2011,2.2,5,5
5114,2011,3,3,3
5114,2015,2,2,2
5114,2016,3,1,1
5114,2019,3,1,1
5114,2021,2,3,3
5114,2023,2,2,2
5115,2011,2.5,6,6
5116,2011,2,2,2
5117,2011,2.5,4,3
5123,2011,2.3333333333333335,3,3
5124,2011,2,3,2
5125,2011,3,1,1
5126,2011,2,1,1
5127,2011,2,1,1
5127,2015,4,1,1
5127,2016,2,1,1
5128,2011,2,2,1
5129,2011,2,4,4
5132,2011,2,1,1
5132,2016,2,5,5
5132,2019,2,4,4
5132,2021,2,3,3
5133,2011,2,1,1
5135,2011,2,1,1
5137,2010,2,1,1
5137,2011,2,1,1
5142,2011,2,1,1
5144,2010,2,1,1
5144,2011,3,3,3
5144,2016,2.4,5,5
5145,2011,2,1,1
5146,2011,2,1,1
5150,2011,3,1,1
5158,2010,2,2,2
5158,2011,2,2,2
5158,2016,2.625,8,6
5158,2017,2,3,3
5159,2016,2,7,7
5159,2017,2,8,6
5161,2010,2,1,1
5161,2011,2,2,2
5165,2013,2.2,5,5
5165,2016,2,8,7
5165,2017,2.142857142857143,7,5
5172,2011,2,3,3
518,1990,2.75,4,4
518,1998,2.3333333333333335,6,6
5180,2011,2,1,1
5183,2011,2,1,1
5184,2010,2,1,1
5185,2011,2.3333333333333335,3,3
5191,2011,2,1,1
5194,2011,2,3,3
5194,2016,2.4782608695652173,23,18
5194,2019,2,8,7
5194,2021,2.125,8,7
5199,2011,2,3,3
5199,2021,2.5,2,2
5199,2023,2.142857142857143,7,6
52,1989,5,1,1
5201,2011,2,1,1
5206,2011,2,2,2
5206,2015,2,3,2
5206,2017,2,3,2
5206,2019,2.5,2,2
5208,2011,2,1,1
5217,2011,2,5,4
5223,2010,2.6666666666666665,6,5
5229,2011,2,1,1
5229,2013,2,1,1
531,1990,2,2,2
531,1993,2.5,2,2
531,1994,2.6363636363636362,11,11
531,1995,3,2,2
531,1996,2.2,5,5
531,1999,4.538461538461538,13,13
531,2001,3.75,4,4
531,2002,2,1,1
531,2006,2,1,1
531,2015,2,2,2
532,1990,2,1,1
537,1990,2,2,2
54,1989,3,1,1
54,1990,2.3333333333333335,3,3
54,1993,3.3333333333333335,3,3
54,1995,3,2,2
54,1997,2.4761904761904763,21,21
54,1998,2.5833333333333335,12,12
54,1999,3.7142857142857144,7,7
54,2003,2,1,1
54,2011,2,1,1
54,2015,2.3333333333333335,3,2
54,2016,2.8043478260869565,46,33
54,2019,2.125,8,8
544,1990,2,1,1
547,1990,4,1,1
549,1990,2,1,1
549,1994,3.5,2,2
549,1996,2.6,5,5
549,1998,2.8333333333333335,6,6
549,1999,4.714285714285714,7,7
549,2002,2.4,5,5
554,1990,6,1,1
555,1990,3,1,1
558,1990,6,1,1
56,2006,2.6666666666666665,6,6
561,1990,6,1,1
562,1990,6,1,1
563,1990,6,1,1
57,1990,4.6,5,5
57,1996,2,1,1
57,2001,2.4,5,5
572,1991,2,1,1
59,1990,4.333333333333333,12,12
59,1997,7,1,1
5910,2010,2,1,1
5919,2010,3,1,1
5926,2010,2,1,1
5963,2013,2,1,1
6,1989,3,1,1
6000,2013,2,3,3
6001,2013,3,2,2
6002,2016,2,3,2
6003,2016,2.4444444444444446,18,16
6003,2019,2.5833333333333335,12,10
6004,2013,2,1,1
6006,2013,2.5,2,2
6008,2013,2,1,1
6008,2019,2.25,4,3
6010,2013,2,1,1
6010,2015,2,2,2
6010,2016,2,3,3
6011,2013,2.5,2,2
6012,2013,3,1,1
6014,2013,3,1,1
6015,2013,2,2,2
6016,2013,2,4,4
6016,2016,2.2142857142857144,14,11
6016,2017,2,2,1
6017,2013,2.6666666666666665,3,3
6018,2013,2.5,2,2
6021,2013,2,1,1
6021,2019,2.75,4,2
6021,2021,2,2,1
6022,2013,2,1,1
6022,2015,2,2,2
6022,2016,2,3,3
6022,2023,3,2,1
6024,2013,2,1,1
6024,2023,4,1,1
6025,2013,2.3333333333333335,3,3
6025,2016,2.25,4,3
6025,2017,2,5,4
6026,2015,2,6,5
6026,2019,2.5294117647058822,17,13
6026,2021,2,3,3
6027,2015,2,1,1
6027,2017,2,1,1
6031,2013,2,2,2
6034,2013,3,2,2
6035,2013,2,1,1
604,1993,2,2,2
605,1993,2,1,1
606,1993,2,1,1
606,1997,2.5,2,2
606,2001,5,1,1
606,2002,3,7,7
606,2003,2.6666666666666665,3,3
606,2010,2.4545454545454546,11,8
606,2013,3,4,3
607,1993,4,1,1
61,1989,3,9,9
61,1990,3.8333333333333335,6,6
61,1993,6.5,2,2
6102,2015,2.4,5,4
6102,2016,2,2,2
6102,2019,2.7142857142857144,7,6
6102,2021,2,4,3
6103,2015,2,2,2
6104,2015,2,2,2
6104,2019,2,1,1
6104,2023,2.5,2,2
6105,2016,2.1153846153846154,26,21
6105,2019,2,3,3
6105,2021,2,10,8
6106,2016,2,1,1
6107,2015,2,1,1
6108,2015,2,1,1
6108,2016,2,1,1
6108,2021,2.4,5,4
6108,2023,2.4285714285714284,14,9
6109,2015,2,1,1
6110,2015,2,2,2
6112,2015,2,2,2
6112,2016,3.2857142857142856,7,5
6112,2023,4,1,1
6113,2015,2,1,1
6113,2016,2.0526315789473686,19,16
6113,2021,2,3,2
6115,2015,2,3,3
6115,2016,2.375,8,7
6115,2019,2.4285714285714284,7,6
6115,2021,2.6666666666666665,3,3
6115,2023,2,4,4
6116,2015,2,2,2
6117,2015,2,2,2
6118,2015,2.1666666666666665,6,6
6119,2015,2.25,4,4
6120,2019,2.5,2,2
6122,2015,2,3,2
6122,2019,2.5555555555555554,9,8
6122,2021,2,5,3
6123,2016,2,5,5
6123,2019,2.5555555555555554,9,7
6124,2015,2,1,1
6125,2015,2,1,1
6126,2015,2,3,3
6127,2015,2.3333333333333335,9,7
6128,2015,2.1666666666666665,12,9
6128,2016,2.823529411764706,17,15
6129,2015,2,4,3
6129,2019,2,1,1
613,1993,2,1,1
6130,2015,2,6,4
6130,2016,2.1818181818181817,11,7
6130,2019,2.3333333333333335,12,10
6130,2021,2.8333333333333335,6,6
6131,2015,2,2,1
6132,2015,2,1,1
6133,2015,3,2,1
6133,2016,2.375,8,7
6134,2015,2,3,3
6134,2021,2,2,2
6135,2015,2,1,1
6138,2021,2.3333333333333335,3,3
6139,2015,2.3333333333333335,3,2
6139,2019,2.5555555555555554,9,7
6140,2016,2,4,4
6140,2021,2,2,2
6140,2023,2.5,6,5
6141,2016,2,1,1
6141,2021,2.25,12,10
6141,2023,2,4,3
6142,2016,2.24,25,16
6142,2019,2,1,1
6142,2021,2.1818181818181817,11,7
6143,2016,2,1,1
6144,2016,2,3,3
6145,2019,2,2,2
6145,2023,2,9,6
6146,2015,2,2,1
6147,2015,2,1,1
6147,2016,3.0952380952380953,21,16
6148,2015,2.25,4,4
6150,2015,2,1,1
6150,2016,2,1,1
6151,2019,2,1,1
6153,2015,2,1,1
6153,2016,2,1,1
6153,2021,2.2857142857142856,7,6
6153,2023,2.375,8,8
6154,2015,2,3,3
6155,2015,2.5,4,4
6156,2015,2,3,3
6156,2016,2.7142857142857144,7,5
6156,2019,2,8,6
6156,2021,2,8,7
6158,2015,2,1,1
6159,2015,2,6,6
6160,2015,2,2,2
6161,2015,2,1,1
6161,2016,3.25,4,3
6162,2015,2,5,4
6164,2015,2,2,2
6167,2015,2,3,3
6168,2015,2,3,2
617,1993,4,1,1
617,1996,3.4285714285714284,7,7
6170,2015,2.25,4,4
6171,2019,2,7,4
6172,2015,2,2,2
6172,2016,2.2222222222222223,9,8
6173,2015,3,2,1
6173,2016,2,2,2
6175,2015,2.5,6,5
6176,2015,2.375,8,7
6177,2015,2,2,2
6178,2015,2,2,1
6178,2016,2,7,6
6178,2021,2,1,1
6178,2023,2.5,8,7
618,1993,4,1,1
6180,2015,2,1,1
6181,2015,2,1,1
6182,2015,2,1,1
6182,2023,2,4,4
6185,2015,2,1,1
6189,2015,2.3333333333333335,6,4
619,1993,4,2,2
619,1997,2.3333333333333335,12,12
62,1989,2.3333333333333335,3,3
6201,2016,2,2,2
6201,2019,2.3333333333333335,3,3
6201,2021,2,2,2
6203,2016,2,11,8
6203,2021,2,1,1
6203,2023,2.3333333333333335,3,3
6205,2016,2,1,1
6206,2016,2.652173913043478,23,18
6207,2016,2.7777777777777777,9,7
6208,2016,3.25,8,5
6208,2021,2,1,1
6209,2016,3,9,9
6210,2016,2.4210526315789473,19,15
6210,2019,2.3333333333333335,6,6
6210,2021,2,5,4
6210,2023,2.5555555555555554,9,6
6211,2016,2,4,3
6211,2023,2,2,2
6212,2016,2.25,4,3
6213,2016,2.111111111111111,9,7
6214,2016,2,2,2
6215,2016,2,4,3
6215,2019,2.142857142857143,7,5
6215,2023,2.6923076923076925,13,11
6216,2016,2.25,8,6
6217,2016,2,7,5
6220,2023,2.5384615384615383,13,8
6221,2016,3,1,1
6222,2016,2,6,5
6224,2016,2,1,1
6224,2019,3,1,1
6227,2016,2.2857142857142856,7,5
6228,2016,2,2,2
6229,2016,2,1,1
623,1993,4,2,2
6230,2016,3,1,1
6231,2016,2.875,8,6
6231,2019,2,3,3
6231,2021,2,1,1
6232,2016,2,1,1
6232,2017,2,2,2
6233,2016,2,3,3
6233,2017,2,7,5
6234,2016,2.75,4,4
6235,2016,2,5,4
6235,2019,2.25,8,7
6235,2023,2.1818181818181817,11,8
6236,2016,2,8,8
6237,2016,2,2,1
6237,2021,2.2,5,4
6239,2016,2.2857142857142856,7,7
6239,2019,2,4,3
6239,2021,2.2,5,5
624,1993,4,2,2
624,1994,2.5,2,2
624,1996,2,1,1
624,1997,3.5,2,2
624,1999,5.25,4,4
6240,2016,2.111111111111111,9,8
6241,2016,2,1,1
6242,2016,2,1,1
6242,2019,2.25,4,3
6243,2016,2.5,8,6
6244,2016,2,3,3
6245,2016,2.2857142857142856,7,6
6246,2019,2.230769230769231,13,12
6246,2021,2.5,8,8
6246,2023,2.25,4,4
625,1993,6,1,1
6253,2016,2,4,3
6254,2016,2,5,5
6254,2019,2,3,3
6254,2023,2.4,10,9
6255,2016,2,1,1
6256,2016,2.6666666666666665,6,5
6257,2017,2.3333333333333335,6,3
626,1993,6,1,1
629,1993,2.5,6,6
629,1994,2,2,2
63,1989,3.5,4,4
63,1990,4,3,3
6302,2017,2,2,2
6302,2023,2.1,10,7
633,1993,2.25,4,4
633,1994,4,1,1
633,1995,2,1,1
633,1996,2,1,1
635,1993,2,2,2
64,1990,3,2,2
6400,2021,2,2,1
6400,2023,2.5,2,2
6401,2019,2,1,1
6401,2021,2.6666666666666665,3,3
6402,2019,2.3333333333333335,3,3
6405,2019,2,2,1
6406,2019,2,3,2
6407,2019,2.3333333333333335,3,3
6408,2019,2,2,2
6409,2019,2.5,2,2
6410,2019,3,1,1
6411,2019,2,2,1
6413,2019,2,2,2
6415,2019,2.7333333333333334,15,11
6415,2021,2.0714285714285716,14,12
6415,2023,2.2962962962962963,27,21
6416,2019,2,3,3
6417,2019,2.75,4,2
6417,2023,2,4,2
6418,2019,2,3,2
6419,2019,2,3,3
642,1993,2,2,2
6420,2019,2,3,3
6421,2019,2,2,1
6421,2023,2,6,5
6423,2019,2.5555555555555554,9,7
6426,2019,2,2,1
6426,2021,3.3333333333333335,3,2
6427,2019,2,1,1
6427,2021,2,5,2
6428,2019,2,3,2
6429,2019,2.8333333333333335,6,4
6432,2019,2,1,1
6436,2019,3,2,1
6437,2019,2,3,2
6437,2023,2.7333333333333334,15,15
6439,2019,2,2,2
644,1993,6.5,2,2
6440,2019,2,2,2
6440,2023,2.3125,16,13
6441,2019,2,4,3
6441,2021,2.2,10,8
6441,2023,2.5,4,3
6442,2019,2.6,5,3
6442,2021,2,1,1
6443,2019,2,1,1
6445,2019,2,1,1
6445,2021,2,1,1
6446,2019,2.5,6,6
6447,2019,2,1,1
6447,2023,2.142857142857143,14,13
6448,2019,3,6,6
6448,2021,2.076923076923077,13,10
6448,2023,2,4,3
6450,2019,2,1,1
6450,2021,2.142857142857143,7,6
6451,2019,2,2,1
6453,2019,2,2,2
6454,2019,2,1,1
6455,2019,2,1,1
6457,2019,2,3,2
6457,2021,2.5,2,2
649,1993,10,1,1
649,1996,3.8,5,5
649,2002,3.2,5,5
650,1993,10,1,1
6501,2021,2,1,1
6502,2021,2,4,4
6502,2023,2,4,4
6503,2021,2,4,2
6506,2021,2,2,2
6508,2021,2.4444444444444446,9,8
6512,2021,2,6,5
6512,2023,2,2,2
6513,2021,2,1,1
6514,2021,2,1,1
6514,2023,2,3,2
6515,2021,2.3333333333333335,6,5
6515,2023,2.0833333333333335,12,7
6516,2021,2,7,5
6516,2023,2.2777777777777777,18,17
6517,2021,2.5,6,5
6518,2021,2.25,4,4
6519,2021,2,2,2
6519,2023,2,9,7
6521,2023,2.2,5,5
6522,2021,2.3333333333333335,3,3
6523,2021,2,1,1
6524,2021,2,1,1
6525,2021,2.142857142857143,7,6
6526,2023,2,2,2
6527,2023,2.1538461538461537,13,9
6528,2021,2,4,3
6529,2021,2,2,2
653,1993,10,1,1
653,1994,2.5,2,2
653,1996,4,1,1
653,1998,3,13,13
653,1999,5.5,10,10
653,2001,2,1,1
6530,2021,2,1,1
6531,2021,2,7,6
6531,2023,2,5,4
6532,2021,2.25,4,4
6533,2021,2,1,1
6534,2021,2,1,1
6535,2021,2,2,2
6536,2021,2,2,2
6537,2021,2,5,3
6539,2021,2.3333333333333335,3,3
654,1993,3,2,2
6540,2023,2.111111111111111,9,6
6541,2021,2.5,8,6
6541,2023,2.4761904761904763,21,13
6542,2021,2.1666666666666665,6,5
6542,2023,2.7,10,9
6543,2021,2,4,3
6543,2023,2,3,2
6544,2021,2,1,1
6545,2021,2,5,4
6546,2021,2,1,1
6547,2021,2.4,5,3
6549,2021,2.6666666666666665,3,2
6549,2023,2.823529411764706,17,13
6550,2021,2,1,1
6553,2021,2.142857142857143,7,7
6553,2023,2,2,2
6555,2021,3,2,2
6555,2023,2.1818181818181817,22,18
6556,2023,2.3333333333333335,3,3
6561,2021,2,1,1
6561,2023,2,6,5
6563,2021,2,1,1
6563,2023,2.5384615384615383,13,10
6564,2021,2,1,1
6566,2023,2.5,4,4
6568,2021,2.3333333333333335,6,6
66,1989,2,1,1
6600,2023,2.0625,16,11
6601,2023,2.4615384615384617,52,44
6602,2023,2.1875,16,13
6603,2023,2.4827586206896552,29,21
6608,2023,2,21,15
6609,2023,2,10,8
6612,2023,2.2,10,7
6613,2023,2.3333333333333335,12,11
6615,2023,2.5714285714285716,7,6
6616,2023,2.7777777777777777,9,6
6618,2023,2,3,3
6620,2023,2,7,5
6623,2023,2.3157894736842106,19,16
6626,2023,2.15,20,14
6628,2023,3,1,1
6630,2023,2.2857142857142856,7,6
6631,2023,2,1,1
6640,2023,2,3,2
6644,2023,2,1,1
6645,2023,2,2,1
6646,2023,2,4,3
6647,2023,3,4,2
6648,2023,2,1,1
6650,2023,2.2,10,6
6652,2023,2,1,1
6660,2023,2,3,2
6661,2023,2.25,4,4
6668,2023,2,1,1
6669,2023,2.3333333333333335,3,3
667,1993,3,3,3
6673,2023,2,5,4
668,1993,2,1,1
6680,2023,2,10,6
6681,2023,2,3,2
67,1989,2.3333333333333335,3,3
674,1993,2,1,1
674,1999,3.6666666666666665,6,6
674,2002,3,3,3
677,1996,2,1,1
677,1997,2.75,4,4
677,1998,3,5,5
677,2001,4,3,3
677,2002,3,3,3
683,1993,2.75,4,4
687,1993,3,1,1
688,1993,3,1,1
69,1989,2,1,1
690,1993,2.5,2,2
701,1993,2,2,2
702,1994,3,1,1
702,1996,2,1,1
707,1993,4,1,1
707,1994,2.5,2,2
720,1993,4,1,1
722,1993,2,1,1
723,1993,3,1,1
723,1999,7,1,1
74,1989,2,1,1
74,1990,2,2,2
75,1989,2,1,1
76,1989,3.1666666666666665,6,6
76,1990,2.5,8,8
76,1996,2,2,2
76,1997,2.5,2,2
76,2002,2.75,4,4
76,2010,2.5,8,8
76,2011,2.3333333333333335,3,3
78,1988,2,1,1
78,1989,5,1,1
78,1990,2,1,1
8,1989,3,3,3
801,1994,3,1,1
803,1994,3,1,1
804,1994,3,1,1
804,1996,4.25,4,4
804,1997,2.4,10,10
804,1998,2.761904761904762,21,21
804,1999,4.25,20,20
804,2002,2.761904761904762,21,21
804,2010,2.4,5,5
804,2011,2,2,2
804,2016,2.125,8,6
804,2017,2,1,1
810,1994,2,1,1
811,1994,3,1,1
814,1994,2,1,1
818,1994,3,1,1
819,1994,4,2,2
824,1994,3,2,2
824,1995,4,1,1
824,1996,2.4,5,5
824,1998,3.2,25,25
824,1999,4.090909090909091,11,11
824,2001,2.8333333333333335,6,6
824,2002,3,9,9
824,2003,2.7777777777777777,9,9
824,2006,2,1,1
829,1994,4,2,2
83,1989,2,3,3
83,1990,2.5,2,2
830,1994,5,1,1
832,1994,5,1,1
832,1997,2.4,5,5
832,1999,6.428571428571429,7,7
832,2002,3,2,2
832,2006,4.5,2,2
832,2010,2,2,2
832,2015,2,2,2
832,2016,2,3,3
832,2021,2,4,4
835,1994,3,1,1
837,1994,3,1,1
845,1994,2.5,2,2
848,1994,2.888888888888889,9,9
849,1994,2,1,1
85,1990,3,8,8
850,1994,2,1,1
865,1994,2,1,1
866,1994,2.3333333333333335,3,3
87,1989,2,1,1
870,1994,2.5,2,2
871,1994,3.5,2,2
882,1994,5,1,1
887,1994,4.5,2,2
89,1989,2.3333333333333335,6,6
89,1990,5,1,1
89,1996,2.25,4,4
89,1997,2,2,2
89,1998,2.6666666666666665,3,3
89,2006,3,2,2
89,2010,2,2,2
89,2011,2.5,2,2
89,2016,2,3,3
89,2017,2,3,3
89,2021,2,1,1
895,1994,2,1,1
9,1989,2,2,2
9,1997,2,1,1
9,2001,3,5,5
9,2002,3,6,6
90,1989,2.5,2,2
905,1994,2,2,2
905,1996,2,3,3
905,1999,4.5,2,2
907,1994,2,3,3
907,1996,2.3333333333333335,3,3
909,1996,2,2,2
91,1989,2,1,1
91,1996,3.6666666666666665,3,3
915,1994,4,1,1
92,1989,2,1,1
92,1990,2,1,1
92,1996,2,3,3
92,1997,2.1666666666666665,6,6
92,2002,2.4444444444444446,9,9
92,2003,3,3,3
92,2011,2,1,1
92,2016,2.0588235294117645,17,15
94,1989,3,1,1
94,1990,4.6,5,5
94,1998,2,3,3
94,1999,4,2,2
950,1995,2.75,4,4
950,1996,3.6,5,5
950,1997,2.9375,16,16
950,1998,2.6666666666666665,6,6
952,1995,2.6666666666666665,3,3
952,1996,2,1,1
952,1997,2.5,4,4
952,1998,2,2,2
952,1999,5.555555555555555,9,9
952,2002,2,1,1
952,2006,3.6,5,5
959,1995,3,1,1
959,1997,2.5,2,2
961,1995,2,2,2
961,1997,2.5714285714285716,7,7
961,1998,2.3333333333333335,3,3
961,2002,2.8,5,5
961,2010,2,1,1
961,2016,2.473684210526316,38,32
961,2021,2.25,4,4
961,2023,2,4,3
97,1989,2.5,2,2
971,1995,2,1,1
98,1989,2.3333333333333335,3,3
98,1990,5,1,1
9901,1996,2,1,1
9901,1997,3,4,4
9901,1998,2.5,2,2
9902,1990,3.6666666666666665,3,3
9902,1993,3,2,2
9903,1996,2.6666666666666665,3,3
9904,1999,2,1,1
9905,2003,2,1,1
9906,1990,2,1,1
9907,1996,2.7142857142857144,7,7
9908,1999,3,2,2
9909,2003,2,1,1
9910,1990,2,2,2
9911,1996,4,7,7
9911,1999,4.666666666666667,3,3
9912,1989,2.5,2,2
9912,1990,2,1,1
9913,1990,4.333333333333333,3,3
9914,1999,8,1,1
9915,1998,2,2,2
9916,1999,2,1,1
9918,2006,2,2,2
9918,2016,2.1666666666666665,6,6
9918,2019,2,2,2
9919,2011,2.3333333333333335,3,3
9919,2013,2.6,5,4
9920,1996,2.1666666666666665,6,6
9921,1996,3.3333333333333335,6,6
9922,2003,3,1,1
